source,dataset,k,margin
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,7
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,1
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,7
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,3
stress,blobs,11,11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-7
stress,blobs,11,-11
stress,blobs,11,-9
stress,blobs,11,-7
stress,blobs,11,-11
stress,blobs,11,3
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-7
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-1
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,-11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,7
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-9
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-1
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-1
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,5
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,7
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,7
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-5
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,1
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-1
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-1
stress,blobs,3,3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,3
stress,blobs,5,1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-3
stress,blobs,5,-3
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,3
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-1
stress,blobs,5,5
stress,blobs,5,3
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-3
stress,blobs,5,5
stress,blobs,5,1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,3
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-3
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-3
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,3
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-5
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,3
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,1
stress,blobs,7,7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-3
stress,blobs,7,-7
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,1
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-5
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-3
stress,blobs,7,7
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,3
stress,blobs,7,-7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-3
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-3
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,5
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-1
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,5
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,9
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,7
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,1
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,7
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,3
stress,blobs,11,11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-7
stress,blobs,11,-11
stress,blobs,11,-9
stress,blobs,11,-7
stress,blobs,11,-11
stress,blobs,11,3
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-7
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-1
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,-11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,7
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-9
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,-1
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,-1
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,5
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,7
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,7
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-3
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,-11
stress,blobs,11,-5
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,1,-1
stress,blobs,1,1
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,1
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-1
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-1
stress,blobs,3,3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,-1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,3
stress,blobs,3,1
stress,blobs,3,-3
stress,blobs,3,3
stress,blobs,3,-3
stress,blobs,3,1
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,3
stress,blobs,5,1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-3
stress,blobs,5,-3
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,3
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-1
stress,blobs,5,5
stress,blobs,5,3
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-3
stress,blobs,5,5
stress,blobs,5,1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,3
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,-5
stress,blobs,5,1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-3
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-3
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,5
stress,blobs,5,-1
stress,blobs,5,-5
stress,blobs,5,5
stress,blobs,5,-5
stress,blobs,5,-1
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,3
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-5
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,3
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,1
stress,blobs,7,7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-5
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-5
stress,blobs,7,-7
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,1
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-5
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-3
stress,blobs,7,7
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,3
stress,blobs,7,-7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,-7
stress,blobs,7,1
stress,blobs,7,-7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-3
stress,blobs,7,7
stress,blobs,7,-7
stress,blobs,7,-3
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,5
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,7
stress,blobs,7,-1
stress,blobs,7,-7
stress,blobs,7,5
stress,blobs,7,-7
stress,blobs,7,-1
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,3
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,9
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,-11
stress,blobs,11,5
stress,blobs,11,-11
stress,blobs,11,-11
stress,blobs,11,9
stress,blobs,11,7
stress,blobs,11,-11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,11
stress,blobs,11,-5
stress,blobs,11,1
stress,blobs,11,-11
